project,process,hazard name,product condition,gowning,sterilization,execution pace,batch recoverability,proximity,tactility,allowed movement speed,barrier,critical surfaces,interaction,visibility,distance to object,size,weight,handling
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b incompletely opens packaged stopper hopper,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b incompletely opens packaged stopper lock,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,using gloved hand,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b incompletely opens stopper flap packaging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b mispositions trolley,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,difficult
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b omits to disinfect gloves,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b omits to open door completely,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b opens isolator door too fast,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b opens wrong door,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b overreaches stopper flap,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b overreaches stopper lock,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,using gloved hand,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b selects wrong settings,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b touches inner part of the door,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b touches isolator inside,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b touches stopper bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b touches stopper flap,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b touches stopper hopper,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b touches stopper lock,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,using gloved hand,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator damages stopper bowl with vibratory plate,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator damages stopper hopper with vibratory plate,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator omits to place stopper bowl packaging on trolley,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator omits to place stopper flap packaging on trolley,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator omits to place stopper hopper packaging on trolley,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator omits to place stopper lock packaging on trolley,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,outside of packaging brushes stopper bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,outside of packaging brushes stopper bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,outside of packaging brushes stopper flap,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,outside of packaging brushes stopper hopper,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,outside of packaging brushes stopper hopper,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,outside of packaging brushes stopper lock,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,usage of non-sterile tool,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,stopper bowl bonnet moves from its position,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,stopper bowl bonnet moves from its position,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),1,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,stopper bowl bonnet slips off,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,stopper bowl bonnet slips off,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),1,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
